YearBuilt,Elevators,Area,Manager,Floor,APT,FacilitiesNearBy(PublicOffice),FacilitiesNearBy(Mall),FacilitiesNearBy(Hospital),FacilitiesNearBy(Park),FacilitiesNearBy(DepartmentStore),FacilitiesInApt,Parkinglot(Ground),Parkinglot(Basement),TimeToBusStop,TimeToSubway,SchoolNearBy(Elementary),SchoolNearBy(High),SchoolNearBy(Middle),SchoolNearBy(University),SalePrice
1992,8,914,4,5,3,5,1,1,,1,3,142,79,18,2,3,4,3,4,19292
2005,,743,6,19,8,5,1,2,,,7,67,798,16,12,3,4,4,4,14292
2005,,914,6,4,8,5,1,2,,,7,67,798,16,28,3,4,4,4,161946
1993,2,914,8,4,8,6,1,2,,,4,523,536,4,9,4,5,3,5,123451
1992,8,914,4,5,3,5,1,1,,1,3,142,79,3,0,3,4,3,4,16194
2008,14,1167,6,16,6,3,1,1,1,1,8,197,475,8,27,2,2,3,2,21544
1992,8,1448,4,14,3,5,1,1,,1,3,142,79,1,23,3,4,3,4,1477
1993,2,914,8,2,8,6,1,2,,,4,523,536,15,6,4,5,3,5,122123
1992,8,914,4,16,3,5,1,1,,1,3,142,79,17,17,3,4,3,4,11619
1992,8,644,4,4,3,5,1,1,,1,3,142,79,9,13,3,4,3,4,77876
2005,,743,6,17,8,5,1,2,,,7,67,798,20,20,3,4,4,4,14692
1992,8,644,4,14,3,5,1,1,,1,3,142,79,23,19,3,4,3,4,79646
2005,,743,6,23,8,5,1,2,,,7,67,798,28,6,3,4,4,4,1323
1993,2,644,8,7,8,6,1,2,,,4,523,536,7,1,4,5,3,5,84513
1986,27,1313,8,2,7,5,,1,1,1,4,713,,30,0,3,1,1,1,141592
2006,11,93,3,12,3,3,1,1,,1,4,123,181,9,3,4,3,3,1,174336
2007,16,868,14,1,7,3,1,1,2,2,1,,127,16,20,3,2,3,2,227433
1986,27,914,8,5,7,5,,1,1,1,4,713,,27,17,3,1,1,1,13973
2007,16,868,14,2,7,3,1,1,2,2,1,,127,0,10,3,2,3,2,18973
2007,16,1643,14,3,7,3,1,1,2,2,1,,127,6,23,3,2,3,2,36461
2006,,814,3,15,3,2,1,1,,1,5,111,184,3,26,3,2,2,2,163716
2006,,91,3,7,3,2,1,1,,1,5,111,184,28,14,3,2,2,2,19115
1985,2,587,2,5,1,5,1,1,1,2,3,8,76,27,7,2,1,1,,5539
2007,5,1334,5,2,2,4,1,1,1,2,5,7,65,21,25,2,1,1,1,357522
2007,5,169,5,19,2,4,1,1,1,2,5,7,65,30,8,2,1,1,1,448672
2007,5,169,5,11,2,4,1,1,1,2,5,7,65,9,25,2,1,1,1,448672
1986,2,91,1,12,1,5,1,1,1,2,3,1,18,24,9,6,3,2,2,9292
2006,11,1437,5,4,6,1,1,1,,,5,249,536,12,26,2,1,2,2,247787
1992,1,355,5,3,3,7,1,1,1,1,3,2,,17,15,4,5,3,5,3853
1992,1,355,5,2,3,7,1,1,1,1,3,2,,20,29,4,5,3,5,38938
1992,1,576,5,11,3,7,1,1,1,1,3,2,,11,17,4,5,3,5,62831
2007,1,1394,5,4,3,2,2,2,1,2,4,554,524,15,4,2,2,2,2,215929
1992,8,644,4,18,3,5,1,1,,1,3,142,79,21,17,3,4,3,4,8235
1993,2,1451,8,9,8,6,1,2,,,4,523,536,7,29,4,5,3,5,176991
1992,1,355,5,7,3,7,1,1,1,1,3,2,,10,16,4,5,3,5,38938
2008,14,914,6,23,6,3,1,1,1,1,8,197,475,14,8,2,2,3,2,163716
1993,2,914,8,6,8,6,1,2,,,4,523,536,16,21,4,5,3,5,127433
1992,8,914,4,8,3,5,1,1,,1,3,142,79,28,13,3,4,3,4,11619
2007,16,868,14,25,7,3,1,1,2,2,1,,127,20,5,3,2,3,2,238938
2007,16,868,14,17,7,3,1,1,2,2,1,,127,30,1,3,2,3,2,212389
1986,27,1796,8,12,7,5,,1,1,1,4,713,,24,21,3,1,1,1,238938
2007,16,1643,14,34,7,3,1,1,2,2,1,,127,7,21,3,2,3,2,415929
1986,27,1131,8,3,7,5,,1,1,1,4,713,,19,8,3,1,1,1,14617
2009,5,116,2,3,1,2,,1,1,,5,25,23,23,15,2,1,1,1,23539
2006,,91,3,2,3,2,1,1,,1,5,111,184,11,10,3,2,2,2,18115
1985,2,587,2,4,1,5,1,1,1,2,3,8,76,17,18,2,1,1,,5397
2007,5,1334,5,6,2,4,1,1,1,2,5,7,65,25,23,2,1,1,1,337168
2007,5,1483,5,5,2,4,1,1,1,2,5,7,65,6,16,2,1,1,1,36176
2007,5,1483,5,26,2,4,1,1,1,2,5,7,65,6,1,2,1,1,1,4539
2007,5,169,5,9,2,4,1,1,1,2,5,7,65,15,14,2,1,1,1,435398
1986,2,58,1,6,1,5,1,1,1,2,3,1,18,0,30,6,3,2,2,56637
1986,2,58,1,3,1,5,1,1,1,2,3,1,18,22,3,6,3,2,2,52477
2005,,572,6,7,8,5,1,2,,,7,67,798,27,6,3,4,4,4,73442
2005,,572,6,13,8,5,1,2,,,7,67,798,4,1,3,4,4,4,7592
2005,,572,6,5,8,5,1,2,,,7,67,798,1,8,3,4,4,4,7353
2005,,572,6,12,8,5,1,2,,,7,67,798,18,26,3,4,4,4,7384
2005,,572,6,3,8,5,1,2,,,7,67,798,18,30,3,4,4,4,74256
2005,,572,6,14,8,5,1,2,,,7,67,798,4,9,3,4,4,4,1884
2005,,572,6,4,8,5,1,2,,,7,67,798,25,1,3,4,4,4,7588
2005,,572,6,4,8,5,1,2,,,7,67,798,28,13,3,4,4,4,7588
2005,,572,6,4,8,5,1,2,,,7,67,798,18,10,3,4,4,4,7588
2005,,572,6,7,8,5,1,2,,,7,67,798,21,2,3,4,4,4,7554
2005,,572,6,6,8,5,1,2,,,7,67,798,30,0,3,4,4,4,7588
2005,,572,6,1,8,5,1,2,,,7,67,798,16,4,3,4,4,4,7592
2005,,572,6,15,8,5,1,2,,,7,67,798,12,3,3,4,4,4,7592
2005,,572,6,1,8,5,1,2,,,7,67,798,19,11,3,4,4,4,7384
2005,,572,6,21,8,5,1,2,,,7,67,798,27,24,3,4,4,4,72654
2005,,572,6,12,8,5,1,2,,,7,67,798,28,22,3,4,4,4,7592
2005,,572,6,16,8,5,1,2,,,7,67,798,21,23,3,4,4,4,7592
2005,,572,6,17,8,5,1,2,,,7,67,798,30,11,3,4,4,4,7592
2005,,572,6,1,8,5,1,2,,,7,67,798,12,18,3,4,4,4,7592
2005,,572,6,6,8,5,1,2,,,7,67,798,16,11,3,4,4,4,7588
2005,,572,6,2,8,5,1,2,,,7,67,798,3,17,3,4,4,4,74256
2005,,572,6,13,8,5,1,2,,,7,67,798,23,0,3,4,4,4,7384
2005,,572,6,11,8,5,1,2,,,7,67,798,9,16,3,4,4,4,7384
2005,,572,6,19,8,5,1,2,,,7,67,798,13,15,3,4,4,4,7592
2005,,572,6,8,8,5,1,2,,,7,67,798,21,18,3,4,4,4,7554
2005,,572,6,18,8,5,1,2,,,7,67,798,5,26,3,4,4,4,7592
2005,,572,6,4,8,5,1,2,,,7,67,798,3,23,3,4,4,4,7353
2005,,572,6,15,8,5,1,2,,,7,67,798,8,17,3,4,4,4,7592
2005,,572,6,5,8,5,1,2,,,7,67,798,9,27,3,4,4,4,7588
2005,,572,6,8,8,5,1,2,,,7,67,798,12,12,3,4,4,4,7554
2005,,572,6,4,8,5,1,2,,,7,67,798,4,11,3,4,4,4,7588
2005,,572,6,1,8,5,1,2,,,7,67,798,1,30,3,4,4,4,7592
2005,,572,6,18,8,5,1,2,,,7,67,798,30,17,3,4,4,4,7592
2005,,572,6,15,8,5,1,2,,,7,67,798,3,9,3,4,4,4,7384
2005,,572,6,12,8,5,1,2,,,7,67,798,12,5,3,4,4,4,7592
2005,,572,6,1,8,5,1,2,,,7,67,798,21,24,3,4,4,4,738
2005,,572,6,9,8,5,1,2,,,7,67,798,27,19,3,4,4,4,7554
2005,,572,6,3,8,5,1,2,,,7,67,798,16,14,3,4,4,4,74256
2005,,572,6,14,8,5,1,2,,,7,67,798,10,25,3,4,4,4,7384
2005,,572,6,14,8,5,1,2,,,7,67,798,1,27,3,4,4,4,7588
2005,,572,6,5,8,5,1,2,,,7,67,798,14,22,3,4,4,4,7588
2005,,572,6,19,8,5,1,2,,,7,67,798,25,7,3,4,4,4,7592
2007,1,1419,5,18,3,2,2,2,1,2,4,554,524,5,2,2,2,2,2,252212
2005,,572,6,6,8,5,1,2,,,7,67,798,4,30,3,4,4,4,7353
2005,,572,6,12,8,5,1,2,,,7,67,798,10,19,3,4,4,4,7384
2005,,572,6,5,8,5,1,2,,,7,67,798,11,24,3,4,4,4,7588
2005,,572,6,7,8,5,1,2,,,7,67,798,6,17,3,4,4,4,73442
2005,,572,6,21,8,5,1,2,,,7,67,798,1,14,3,4,4,4,74672
2005,,572,6,8,8,5,1,2,,,7,67,798,10,29,3,4,4,4,7554
2005,,572,6,16,8,5,1,2,,,7,67,798,12,0,3,4,4,4,7592
2005,,572,6,13,8,5,1,2,,,7,67,798,23,11,3,4,4,4,7592
2005,,572,6,8,8,5,1,2,,,7,67,798,25,8,3,4,4,4,97345
2005,,572,6,2,8,5,1,2,,,7,67,798,19,19,3,4,4,4,13982
2005,,572,6,13,8,5,1,2,,,7,67,798,26,8,3,4,4,4,7592
2005,,572,6,6,8,5,1,2,,,7,67,798,8,27,3,4,4,4,7588
2005,,572,6,5,8,5,1,2,,,7,67,798,2,24,3,4,4,4,7353
2005,,572,6,17,8,5,1,2,,,7,67,798,11,25,3,4,4,4,7592
2005,,572,6,8,8,5,1,2,,,7,67,798,3,9,3,4,4,4,73442
2005,,572,6,14,8,5,1,2,,,7,67,798,4,8,3,4,4,4,7592
2005,,572,6,13,8,5,1,2,,,7,67,798,5,14,3,4,4,4,7592
2005,,572,6,18,8,5,1,2,,,7,67,798,25,5,3,4,4,4,7592
2005,,572,6,14,8,5,1,2,,,7,67,798,23,15,3,4,4,4,7592
2005,,572,6,15,8,5,1,2,,,7,67,798,7,11,3,4,4,4,7592
2005,,914,6,24,8,5,1,2,,,7,67,798,18,16,3,4,4,4,173451
2005,,572,6,2,8,5,1,2,,,7,67,798,14,10,3,4,4,4,74672
2005,,572,6,18,8,5,1,2,,,7,67,798,28,3,3,4,4,4,7592
2005,,572,6,12,8,5,1,2,,,7,67,798,20,5,3,4,4,4,7592
2005,,572,6,9,8,5,1,2,,,7,67,798,5,30,3,4,4,4,7554
2005,,572,6,11,8,5,1,2,,,7,67,798,27,23,3,4,4,4,7592
2005,,572,6,16,8,5,1,2,,,7,67,798,26,4,3,4,4,4,7592
2005,,572,6,13,8,5,1,2,,,7,67,798,17,11,3,4,4,4,13539
2007,1,914,5,29,3,2,2,2,1,2,4,554,524,5,18,2,2,2,2,2779
2005,,572,6,7,8,5,1,2,,,7,67,798,0,0,3,4,4,4,7554
2005,,572,6,3,8,5,1,2,,,7,67,798,17,2,3,4,4,4,72256
2005,,572,6,18,8,5,1,2,,,7,67,798,7,17,3,4,4,4,7592
2005,,572,6,4,8,5,1,2,,,7,67,798,3,18,3,4,4,4,7588
2005,,572,6,1,8,5,1,2,,,7,67,798,13,15,3,4,4,4,7384
2005,,572,6,14,8,5,1,2,,,7,67,798,28,13,3,4,4,4,7592
2005,,572,6,3,8,5,1,2,,,7,67,798,19,18,3,4,4,4,74256
2005,,572,6,1,8,5,1,2,,,7,67,798,6,27,3,4,4,4,738
2005,,572,6,9,8,5,1,2,,,7,67,798,8,1,3,4,4,4,7554
2005,,572,6,15,8,5,1,2,,,7,67,798,30,22,3,4,4,4,7592
2005,,572,6,15,8,5,1,2,,,7,67,798,12,12,3,4,4,4,7592
2005,,572,6,14,8,5,1,2,,,7,67,798,22,21,3,4,4,4,7592
2005,,572,6,2,8,5,1,2,,,7,67,798,3,6,3,4,4,4,74256
2005,,572,6,1,8,5,1,2,,,7,67,798,6,30,3,4,4,4,7592
2005,,572,6,5,8,5,1,2,,,7,67,798,11,24,3,4,4,4,7588
2005,,572,6,2,8,5,1,2,,,7,67,798,22,12,3,4,4,4,74256
2005,,572,6,19,8,5,1,2,,,7,67,798,14,23,3,4,4,4,7384
2005,,572,6,2,8,5,1,2,,,7,67,798,19,9,3,4,4,4,7592
2005,,572,6,15,8,5,1,2,,,7,67,798,13,26,3,4,4,4,7592
2005,,572,6,8,8,5,1,2,,,7,67,798,14,21,3,4,4,4,7554
2005,,572,6,4,8,5,1,2,,,7,67,798,5,29,3,4,4,4,7588
2005,,572,6,18,8,5,1,2,,,7,67,798,10,0,3,4,4,4,7384
2005,,572,6,2,8,5,1,2,,,7,67,798,16,28,3,4,4,4,7384
2005,,572,6,11,8,5,1,2,,,7,67,798,11,14,3,4,4,4,7384
2005,,572,6,12,8,5,1,2,,,7,67,798,4,23,3,4,4,4,7592
2005,,572,6,9,8,5,1,2,,,7,67,798,3,1,3,4,4,4,7554
2005,,572,6,4,8,5,1,2,,,7,67,798,6,20,3,4,4,4,7353
2005,,572,6,3,8,5,1,2,,,7,67,798,25,28,3,4,4,4,74256
2005,,572,6,7,8,5,1,2,,,7,67,798,29,30,3,4,4,4,7554
2005,,572,6,19,8,5,1,2,,,7,67,798,17,7,3,4,4,4,7592
2005,,572,6,17,8,5,1,2,,,7,67,798,5,2,3,4,4,4,7592
2005,,572,6,1,8,5,1,2,,,7,67,798,22,5,3,4,4,4,7592
2005,,572,6,6,8,5,1,2,,,7,67,798,8,12,3,4,4,4,7588
2005,,572,6,15,8,5,1,2,,,7,67,798,13,9,3,4,4,4,7384
2005,,572,6,8,8,5,1,2,,,7,67,798,23,16,3,4,4,4,73442
2005,,572,6,12,8,5,1,2,,,7,67,798,14,29,3,4,4,4,7592
2005,,572,6,2,8,5,1,2,,,7,67,798,12,15,3,4,4,4,7592
2005,,572,6,17,8,5,1,2,,,7,67,798,16,28,3,4,4,4,7592
2005,,572,6,5,8,5,1,2,,,7,67,798,26,29,3,4,4,4,7588
2005,,572,6,16,8,5,1,2,,,7,67,798,9,28,3,4,4,4,7592
2005,,572,6,16,8,5,1,2,,,7,67,798,18,29,3,4,4,4,7592
2005,,572,6,7,8,5,1,2,,,7,67,798,12,23,3,4,4,4,7554
2005,,572,6,2,8,5,1,2,,,7,67,798,22,2,3,4,4,4,72654
2005,,572,6,16,8,5,1,2,,,7,67,798,11,4,3,4,4,4,7384
2005,,572,6,2,8,5,1,2,,,7,67,798,1,7,3,4,4,4,74256
2005,,572,6,6,8,5,1,2,,,7,67,798,1,13,3,4,4,4,7353
2005,,572,6,8,8,5,1,2,,,7,67,798,14,15,3,4,4,4,7554
2005,,572,6,13,8,5,1,2,,,7,67,798,0,4,3,4,4,4,7384
2005,,572,6,16,8,5,1,2,,,7,67,798,16,12,3,4,4,4,7384
2005,,572,6,19,8,5,1,2,,,7,67,798,11,5,3,4,4,4,7592
2005,,572,6,2,8,5,1,2,,,7,67,798,22,27,3,4,4,4,74672
2005,,572,6,9,8,5,1,2,,,7,67,798,8,30,3,4,4,4,7554
2005,,572,6,17,8,5,1,2,,,7,67,798,11,20,3,4,4,4,7384
2005,,572,6,19,8,5,1,2,,,7,67,798,21,9,3,4,4,4,79646
2005,,572,6,17,8,5,1,2,,,7,67,798,12,0,3,4,4,4,7384
2005,,572,6,5,8,5,1,2,,,7,67,798,4,27,3,4,4,4,7588
2005,,572,6,9,8,5,1,2,,,7,67,798,28,17,3,4,4,4,7554
2005,,572,6,14,8,5,1,2,,,7,67,798,30,26,3,4,4,4,7384
2005,,572,6,16,8,5,1,2,,,7,67,798,12,13,3,4,4,4,7592
2005,,572,6,21,8,5,1,2,,,7,67,798,25,16,3,4,4,4,74672
2005,,572,6,14,8,5,1,2,,,7,67,798,28,16,3,4,4,4,7592
2005,,572,6,6,8,5,1,2,,,7,67,798,3,15,3,4,4,4,7588
2005,,572,6,11,8,5,1,2,,,7,67,798,21,27,3,4,4,4,7592
2005,,743,6,2,8,5,1,2,,,7,67,798,18,30,3,4,4,4,149557
2005,,743,6,1,8,5,1,2,,,7,67,798,1,8,3,4,4,4,141592
2005,,572,6,18,8,5,1,2,,,7,67,798,12,22,3,4,4,4,7384
2005,,572,6,3,8,5,1,2,,,7,67,798,26,23,3,4,4,4,72256
2005,,572,6,9,8,5,1,2,,,7,67,798,23,3,3,4,4,4,73442
2005,,572,6,2,8,5,1,2,,,7,67,798,0,13,3,4,4,4,74256
2005,,572,6,11,8,5,1,2,,,7,67,798,3,28,3,4,4,4,7592
2005,,572,6,17,8,5,1,2,,,7,67,798,28,30,3,4,4,4,7592
2005,,572,6,13,8,5,1,2,,,7,67,798,21,27,3,4,4,4,7592
2005,,743,6,19,8,5,1,2,,,7,67,798,22,8,3,4,4,4,141592
2005,,572,6,2,8,5,1,2,,,7,67,798,13,29,3,4,4,4,74256
2005,,572,6,1,8,5,1,2,,,7,67,798,6,24,3,4,4,4,853
2005,,572,6,9,8,5,1,2,,,7,67,798,27,6,3,4,4,4,73442
2005,,572,6,6,8,5,1,2,,,7,67,798,14,2,3,4,4,4,97345
2005,,572,6,3,8,5,1,2,,,7,67,798,9,22,3,4,4,4,74256
2005,,572,6,11,8,5,1,2,,,7,67,798,4,12,3,4,4,4,79646
2005,,572,6,19,8,5,1,2,,,7,67,798,21,23,3,4,4,4,7592
2005,,572,6,7,8,5,1,2,,,7,67,798,14,11,3,4,4,4,7554
2005,,572,6,17,8,5,1,2,,,7,67,798,29,7,3,4,4,4,7592
2005,,572,6,19,8,5,1,2,,,7,67,798,5,6,3,4,4,4,14424
2005,,572,6,13,8,5,1,2,,,7,67,798,4,20,3,4,4,4,7592
2005,,743,6,9,8,5,1,2,,,7,67,798,28,21,3,4,4,4,143362
2005,,743,6,6,8,5,1,2,,,7,67,798,30,16,3,4,4,4,14646
2005,,572,6,11,8,5,1,2,,,7,67,798,27,30,3,4,4,4,7592
2005,,572,6,19,8,5,1,2,,,7,67,798,10,28,3,4,4,4,16194
1986,27,1131,8,9,7,5,,1,1,1,4,713,,9,7,3,1,1,1,16161
2007,16,1519,14,17,7,3,1,1,2,2,1,,127,30,12,3,2,3,2,39823
2006,11,93,3,7,3,3,1,1,,1,4,123,181,17,3,4,3,3,1,162831
2006,,636,3,11,3,2,1,1,,1,5,111,184,4,7,3,2,2,2,139823
1985,2,676,2,5,1,5,1,1,1,2,3,8,76,17,2,2,1,1,,61946
2007,5,1334,5,8,2,4,1,1,1,2,5,7,65,7,24,2,1,1,1,337168
1992,8,914,4,4,3,5,1,1,,1,3,142,79,23,8,3,4,3,4,1779
1993,2,914,8,14,8,6,1,2,,,4,523,536,0,28,4,5,3,5,133628
1993,2,644,8,13,8,6,1,2,,,4,523,536,24,6,4,5,3,5,84955
1992,1,355,5,3,3,7,1,1,1,1,3,2,,27,7,4,5,3,5,3938
1993,2,914,8,22,8,6,1,2,,,4,523,536,8,8,4,5,3,5,13973
2005,,914,6,9,8,5,1,2,,,7,67,798,13,14,3,4,4,4,168141
2005,,572,6,2,8,5,1,2,,,7,67,798,16,23,3,4,4,4,88495
1993,2,2337,8,14,8,6,1,2,,,4,523,536,14,11,4,5,3,5,19265
1992,8,914,4,6,3,5,1,1,,1,3,142,79,25,17,3,4,3,4,16194
1993,2,644,8,19,8,6,1,2,,,4,523,536,14,11,4,5,3,5,95575
2005,,914,6,21,8,5,1,2,,,7,67,798,10,0,3,4,4,4,165929
2005,,572,6,3,8,5,1,2,,,7,67,798,10,28,3,4,4,4,9292
1993,2,644,8,16,8,6,1,2,,,4,523,536,21,4,4,5,3,5,84955
2005,,572,6,2,8,5,1,2,,,7,67,798,24,16,3,4,4,4,7592
2005,,572,6,8,8,5,1,2,,,7,67,798,19,24,3,4,4,4,7554
2005,,572,6,1,8,5,1,2,,,7,67,798,15,5,3,4,4,4,738
1993,2,1451,8,1,8,6,1,2,,,4,523,536,14,4,4,5,3,5,168141
2005,,572,6,11,8,5,1,2,,,7,67,798,16,17,3,4,4,4,7592
1993,2,644,8,8,8,6,1,2,,,4,523,536,18,21,4,5,3,5,86725
1992,1,355,5,8,3,7,1,1,1,1,3,2,,18,17,4,5,3,5,37168
2005,,572,6,14,8,5,1,2,,,7,67,798,26,15,3,4,4,4,1539
1992,1,576,5,8,3,7,1,1,1,1,3,2,,9,24,4,5,3,5,6619
1993,2,914,8,9,8,6,1,2,,,4,523,536,18,9,4,5,3,5,133628
1992,1,576,5,1,3,7,1,1,1,1,3,2,,30,30,4,5,3,5,57964
2008,14,829,6,19,6,3,1,1,1,1,8,197,475,24,24,2,2,3,2,161946
2005,,572,6,3,8,5,1,2,,,7,67,798,12,16,3,4,4,4,74256
1993,2,2337,8,21,8,6,1,2,,,4,523,536,2,27,4,5,3,5,19469
1986,27,1313,8,4,7,5,,1,1,1,4,713,,10,19,3,1,1,1,169911
1986,27,1377,8,2,7,5,,1,1,1,4,713,,22,7,3,1,1,1,162831
2007,16,868,14,7,7,3,1,1,2,2,1,,127,28,10,3,2,3,2,19385
1978,4,871,1,6,2,3,1,2,,1,3,87,,29,1,3,3,3,2,14867
2007,16,868,14,4,7,3,1,1,2,2,1,,127,24,15,3,2,3,2,19265
1986,27,1377,8,7,7,5,,1,1,1,4,713,,7,28,3,1,1,1,1823
1997,4,644,2,4,1,7,1,1,1,2,5,82,56,7,0,4,,,3,75221
2009,5,116,2,2,1,2,,1,1,,5,25,23,13,4,2,1,1,1,199115
2006,,91,3,6,3,2,1,1,,1,5,111,184,5,21,3,2,2,2,19265
2006,,91,3,1,3,2,1,1,,1,5,111,184,22,3,3,2,2,2,179646
2006,11,914,5,16,6,1,1,1,,,5,249,536,7,13,2,1,2,2,2
2006,11,256,5,17,6,1,1,1,,,5,249,536,3,28,2,1,2,2,28761
2007,1,113,5,8,3,2,2,2,1,2,4,554,524,27,20,2,2,2,2,19385
2005,,572,6,12,8,5,1,2,,,7,67,798,23,27,3,4,4,4,19734
1993,2,1288,8,12,8,6,1,2,,,4,523,536,26,29,4,5,3,5,176991
2007,1,1366,5,13,3,2,2,2,1,2,4,554,524,5,26,2,2,2,2,247787
1992,1,576,5,9,3,7,1,1,1,1,3,2,,14,9,4,5,3,5,58849
1992,1,355,5,3,3,7,1,1,1,1,3,2,,19,15,4,5,3,5,39823
2005,,572,6,18,8,5,1,2,,,7,67,798,18,20,3,4,4,4,7592
1993,2,914,8,16,8,6,1,2,,,4,523,536,15,24,4,5,3,5,125663
1992,1,576,5,3,3,7,1,1,1,1,3,2,,13,1,4,5,3,5,57964
1993,2,914,8,24,8,6,1,2,,,4,523,536,26,8,4,5,3,5,132743
2008,14,914,6,23,6,3,1,1,1,1,8,197,475,22,26,2,2,3,2,17353
1993,2,644,8,17,8,6,1,2,,,4,523,536,24,20,4,5,3,5,85398
1992,1,576,5,13,3,7,1,1,1,1,3,2,,16,27,4,5,3,5,44247
2005,,914,6,8,8,5,1,2,,,7,67,798,20,22,3,4,4,4,167699
1993,2,914,8,11,8,6,1,2,,,4,523,536,14,6,4,5,3,5,1388
2008,14,914,6,5,6,3,1,1,1,1,8,197,475,20,10,2,2,3,2,17796
1993,2,914,8,15,8,6,1,2,,,4,523,536,21,22,4,5,3,5,1323
2007,16,868,14,5,7,3,1,1,2,2,1,,127,15,15,3,2,3,2,188495
2006,11,93,3,6,3,3,1,1,,1,4,123,181,14,29,4,3,3,1,168141
1986,27,914,8,7,7,5,,1,1,1,4,713,,16,12,3,1,1,1,144247
2006,,91,3,3,3,2,1,1,,1,5,111,184,4,14,3,2,2,2,178761
2006,,636,3,6,3,2,1,1,,1,5,111,184,9,25,3,2,2,2,132743
2006,,91,3,3,3,2,1,1,,1,5,111,184,23,9,3,2,2,2,172566
1985,2,587,2,7,1,5,1,1,1,2,3,8,76,22,30,2,1,1,,53982
1986,2,58,1,9,1,5,1,1,1,2,3,1,18,16,24,6,3,2,2,55752
2006,11,1149,5,13,6,1,1,1,,,5,249,536,24,8,2,1,2,2,227876
2006,11,1437,5,18,6,1,1,1,,,5,249,536,15,16,2,1,2,2,265486
2006,11,914,5,8,6,1,1,1,,,5,249,536,2,17,2,1,2,2,19265
2008,14,914,6,24,6,3,1,1,1,1,8,197,475,13,21,2,2,3,2,169911
2005,,572,6,19,8,5,1,2,,,7,67,798,23,26,3,4,4,4,1539
2007,1,113,5,17,3,2,2,2,1,2,4,554,524,13,6,2,2,2,2,19469
1993,2,914,8,11,8,6,1,2,,,4,523,536,24,3,4,5,3,5,126548
1993,2,644,8,12,8,6,1,2,,,4,523,536,24,13,4,5,3,5,95575
1993,2,914,8,24,8,6,1,2,,,4,523,536,22,26,4,5,3,5,126548
1993,2,1451,8,18,8,6,1,2,,,4,523,536,16,25,4,5,3,5,141592
1992,1,576,5,12,3,7,1,1,1,1,3,2,,26,2,4,5,3,5,6
2005,,572,6,17,8,5,1,2,,,7,67,798,19,26,3,4,4,4,17964
1992,8,644,4,18,3,5,1,1,,1,3,142,79,20,11,3,4,3,4,823
1992,1,576,5,12,3,7,1,1,1,1,3,2,,17,11,4,5,3,5,61946
1993,2,644,8,21,8,6,1,2,,,4,523,536,11,29,4,5,3,5,847
1992,1,576,5,5,3,7,1,1,1,1,3,2,,15,1,4,5,3,5,59292
1993,2,914,8,5,8,6,1,2,,,4,523,536,7,0,4,5,3,5,128938
2005,,743,6,11,8,5,1,2,,,7,67,798,11,16,3,4,4,4,145575
2005,,743,6,21,8,5,1,2,,,7,67,798,24,27,3,4,4,4,14235
1992,1,355,5,14,3,7,1,1,1,1,3,2,,7,8,4,5,3,5,36548
2005,,572,6,18,8,5,1,2,,,7,67,798,8,23,3,4,4,4,19734
1992,1,576,5,6,3,7,1,1,1,1,3,2,,9,11,4,5,3,5,65929
2005,,1184,6,11,8,5,1,2,,,7,67,798,4,15,3,4,4,4,21769
2005,,914,6,21,8,5,1,2,,,7,67,798,14,19,3,4,4,4,168141
2005,,572,6,1,8,5,1,2,,,7,67,798,22,0,3,4,4,4,7592
1992,8,914,4,1,3,5,1,1,,1,3,142,79,16,11,3,4,3,4,79646
1993,2,644,8,16,8,6,1,2,,,4,523,536,27,19,4,5,3,5,9292
1992,8,644,4,4,3,5,1,1,,1,3,142,79,15,14,3,4,3,4,79646
2005,,743,6,15,8,5,1,2,,,7,67,798,20,6,3,4,4,4,143362
2007,1,113,5,15,3,2,2,2,1,2,4,554,524,4,29,2,2,2,2,23539
1993,2,644,8,9,8,6,1,2,,,4,523,536,28,27,4,5,3,5,9469
1993,2,914,8,1,8,6,1,2,,,4,523,536,26,18,4,5,3,5,113274
2008,14,829,6,18,6,3,1,1,1,1,8,197,475,19,20,2,2,3,2,178761
2008,14,914,6,3,6,3,1,1,1,1,8,197,475,29,21,2,2,3,2,178761
1993,2,644,8,18,8,6,1,2,,,4,523,536,30,19,4,5,3,5,95575
2005,,914,6,16,8,5,1,2,,,7,67,798,0,26,3,4,4,4,161946
2007,1,1394,5,19,3,2,2,2,1,2,4,554,524,6,21,2,2,2,2,234513
1993,2,1288,8,9,8,6,1,2,,,4,523,536,30,8,4,5,3,5,18584
1986,27,1313,8,5,7,5,,1,1,1,4,713,,1,2,3,1,1,1,156637
2007,16,1643,14,8,7,3,1,1,2,2,1,,127,28,20,3,2,3,2,416814
1986,27,292,8,5,7,5,,1,1,1,4,713,,5,9,3,1,1,1,221238
2007,16,1519,14,12,7,3,1,1,2,2,1,,127,9,26,3,2,3,2,384955
2006,11,857,3,8,3,3,1,1,,1,4,123,181,13,11,4,3,3,1,158584
2007,16,1387,14,37,7,3,1,1,2,2,1,,127,16,29,3,2,3,2,362831
1986,27,1796,8,1,7,5,,1,1,1,4,713,,12,8,3,1,1,1,2238
2007,16,868,14,21,7,3,1,1,2,2,1,,127,21,9,3,2,3,2,212389
1997,4,644,2,8,1,7,1,1,1,2,5,82,56,13,4,4,,,3,75221
