CurrentLoan,CreditScore,Income,Years,Debt,YearsofCreditHistory,Delinquent,OpenAccounts,CreditProblems,CreditBalance,MaxOpenCredit
99999999,727,392939,0,2514.84,13.4,11,5,1,40413,96470
99999999,705,874323,4,3606.77,31.4,0,12,2,76684,477400
99999999,739,1429997,6,27288.94,38,0,10,0,584117,1288276
376354,7260,1035652,10,23742.21,19.8,0,13,0,66424,680614
247830,,,9,4224.08,12.3,0,6,0,87856,131428
179938,,,2,6413.26,14.6,45,6,0,27987,247412
446380,745,877040,1,13594.12,17.6,0,7,0,400425,692032
333366,750,1343566,10,9035.45,13,0,6,0,282017,426866
218790,749,1133730,5,23335.99,21.5,0,13,0,276051,847836
206734,668,995600,2,8960.4,15.6,13,4,0,62567,144034
293986,716,1045494,4,10210.79,16,18,9,0,280098,495132
208164,721,1779312,10,19869.06,21.2,15,17,1,111017,257620
353584,,,0,12549.31,25.5,8,18,0,179721,350944
221650,705,1148550,10,8020.66,21.4,6,6,1,30324,230978
130680,749,1504800,7,5630.46,15.6,21,10,0,144438,521026
225368,,,5,14597.7,9.2,40,17,0,183350,572242
621962,,,3,22494.29,8.7,0,10,0,224200,378422
376332,719,1692767,1,26660.99,22,30,12,0,264955,401038
224554,725,814511,9,17308.43,16.8,53,10,0,193154,341968
765996,672,3780240,10,20948.83,17.7,0,8,0,797753,1091860
99242,742,952375,1,16269.89,15.4,0,15,0,185554,394966
69190,693,1242790,10,17916.62,23.5,48,10,1,152551,236786
49940,724,910176,10,7584.8,16.8,58,12,0,205827,285428
538670,729,4361355,7,86500.16,13,0,11,0,750899,1261920
374220,743,2068435,10,4998.71,40.5,80,6,0,157282,422554
326876,694,1016253,10,13456.94,25.6,0,28,0,386916,2434806
324852,,,7,17800.91,13.4,0,25,0,168777,253462
563706,728,1849954,1,23278.61,25.5,48,11,0,571634,946924
219626,,,5,40477.03,15.1,0,11,0,342760,485188
118008,737,769196,8,12114.78,21,0,10,0,346104,699380
85888,683,289313,3,2873.94,9.5,0,3,0,25840,51590
472428,719,1182275,1,17339.97,17.1,0,14,0,199006,687852
378070,723,1480081,2,13320.9,12.9,37,19,0,383990,880462
269720,734,1358861,2,14947.49,11.2,0,10,0,209190,409156
99999999,719,1871500,8,16531.52,27.3,36,10,1,105773,184184
280258,677,1154326,8,15487.09,23.3,0,11,1,233130,338294
516340,721,1300607,9,18967.13,18.5,0,11,0,536541,787380
245718,,,7,13491.33,20,15,7,0,126711,160886
755766,658,1864850,10,27195.65,20,42,10,0,417145,557106
99999999,741,764256,10,5846.49,19.6,0,5,0,259977,391446
33440,750,942761,2,9349.14,11.4,0,11,0,8740,778602
660462,730,2851995,10,15234.39,36.8,0,11,0,684912,1023308
314446,723,1803936,3,2675.77,14.6,12,5,0,80503,271744
218130,740,626373,4,6211.48,17,27,6,0,90421,132198
470096,,,10,48935.45,30,0,12,0,791388,1068012
167618,731,641934,2,6520.99,9.5,0,6,0,63916,96118
303028,,,1,23885.66,17.4,13,6,0,357276,425590
133606,,,5,22993.99,14.4,0,10,1,136078,189398
308990,,,10,14581.55,16.7,20,9,0,15960,318494
99999999,703,1063107,10,18692.96,23.2,38,7,1,54739,96910
784322,686,3870680,1,50963.89,16.3,72,20,0,805296,1025794
332574,,,6,7937.44,12,66,12,0,132126,1026740
439560,,,10,50149.36,14.5,44,37,0,785460,1612556
252890,706,654759,1,16259.82,15,0,14,0,201704,339944
99999999,735,1025278,10,11278.02,17.6,0,16,0,157415,461450
110946,704,843182,4,11031.78,16.1,0,14,1,104918,357302
141526,727,564129,7,9778.16,5.9,0,9,0,91941,121924
511324,743,2073546,1,24709.69,20.1,37,7,1,82783,284438
132484,,,0,9023.48,8.4,36,4,0,13642,27896
301510,726,3452832,10,43505.63,21.5,13,9,0,0,0
108878,7300,2127582,10,29076.84,15.8,82,10,0,182932,312422
441408,740,1562978,5,26440.59,25.3,40,12,0,151962,429132
519816,,,4,16233.22,18,0,4,0,126578,241450
129800,6630,1401212,10,14595.8,19.4,0,13,1,113031,521422
250008,725,1542192,5,27888.01,19.8,16,11,0,119928,156200
337634,723,1519696,1,19756.01,11.9,0,15,0,306337,481932
325886,720,719207,3,11087.64,14.7,29,6,0,147744,244398
99999999,748,1393517,10,33676.74,36,0,12,0,440268,795300
356994,,,1,7286.5,20.6,11,8,0,123538,481646
437580,738,1100480,8,16323.66,17.6,25,12,0,22800,455312
325446,728,655823,1,7596.77,15.1,22,6,0,264157,332112
99999999,742,1939900,6,39606.45,15.5,0,11,0,43130,96580
99999999,713,744496,1,15882.48,14.3,22,11,0,150195,180994
431222,748,854430,5,833.15,14.5,16,11,0,6175,649132
244926,695,826880,4,14194.9,15.5,0,14,0,168017,316338
173646,,,6,13949.61,21.4,19,11,0,112176,195294
79046,7350,258077,0,2709.78,18.1,0,4,1,126768,194150
151822,740,2903181,10,2951.46,18.9,2,11,0,100700,552574
313390,734,1372617,3,28024.05,16.9,0,17,0,281352,606650
521312,733,2043811,1,39002.63,17,47,10,0,1024176,1741388
764852,722,3793407,6,97996.49,25.8,9,14,0,4778671,6080426
386254,740,1853260,10,27798.9,13,0,13,0,347016,1999074
462550,747,1585664,9,28277.7,21.7,0,11,0,345458,835054
754842,705,5587710,7,53083.34,12.4,0,5,0,444752,595342
439252,732,2655478,1,17658.98,15.8,0,9,0,190361,287760
99999999,732,989748,3,12536.77,15.2,0,11,0,192356,524040
669174,733,2735506,8,38296.97,19.9,0,16,0,712994,3735666
471416,747,1318353,10,9612.86,29.5,33,5,0,53276,224334
264858,745,522842,10,6840.57,26,0,4,0,69312,469370
111276,700,676039,1,11475.81,17.5,42,10,0,234821,668052
330770,6770,742710,10,15225.46,22.7,76,14,0,1132438,1647294
382932,710,844398,3,18999.05,16.7,0,16,0,225207,293348
78452,,,4,9120,8.8,0,10,0,125571,210716
99999999,723,1310582,5,17911.3,13,0,12,1,99408,311960
322652,741,947397,6,23369.05,10,0,9,0,191406,464640
56144,640,1842544,10,19039.71,16.3,40,11,0,78413,376750
206646,727,1357037,10,14248.86,15,0,8,0,233833,454300
37796,,,4,17871.21,12.9,0,8,0,56943,66660
326612,746,1504344,5,11646.05,20.9,65,10,0,282093,633050
352132,,,4,3285.1,13.2,0,7,0,253422,669944
282458,731,806873,10,16137.46,15.8,0,7,0,238716,284680
84612,635,673056,4,3808.36,5.9,0,4,0,92777,111342
99999999,740,353894,2,3302.96,11.3,0,7,0,110504,196262
155496,701,1081727,9,1847.94,22.3,26,6,0,72257,92862
163834,695,1414892,5,8359.62,23,0,7,1,488756,581042
480832,,,10,24368.26,13.1,0,21,0,617728,1108932
55066,707,456551,4,2206.66,21.5,6,9,0,54891,336336
654302,682,1258959,5,14687.76,11.4,0,14,0,207993,269104
99999999,735,4174642,2,30301.01,22.4,29,7,0,415397,588016
448272,729,2322864,6,9194.67,14.6,0,7,0,894463,10461484
109164,707,1508448,1,4789.33,14.1,79,12,0,109801,266530
164714,731,455183,0,10469.19,12.6,0,7,3,64239,270468
53636,749,1204372,2,15175.11,30,22,8,0,38722,347600
99999999,739,950570,5,26061.35,14.9,0,16,0,358093,548460
536426,690,1771237,5,24059.32,24.2,9,16,0,480643,722788
103752,738,952052,1,4403.25,22.3,0,8,0,128079,207416
324852,744,2618504,3,17151.11,17.5,13,15,0,262162,544016
99999999,741,649040,2,13251.17,16.1,77,10,0,276355,592592
108636,716,962350,9,8580.97,17,37,6,0,103056,135894
77814,7110,895945,8,15604.51,15.4,5,21,0,181602,550462
332970,723,996892,1,19190.19,12.8,0,14,0,209836,310684
649044,654,1457395,10,19820.61,16.1,36,10,0,280744,452100
140118,742,425942,8,6460.19,19.7,0,5,0,309852,553674
751762,722,1669473,3,9154.2,13.2,0,16,0,280934,1052722
108482,727,1124116,10,17330.09,12.5,17,11,0,9937,126346
225148,,,10,8422.13,16,44,6,0,143488,495924
267124,675,768968,10,18391.24,19,15,11,0,152836,371778
78914,,,2,25258.03,18.7,31,16,1,226423,518144
89364,703,546991,8,12170.83,17.7,47,4,0,36138,67078
605902,727,3737680,4,59802.88,21,18,7,0,226138,402204
382932,712,933793,10,19064.98,12,74,23,0,339245,1359182
753522,6600,1636223,10,28906.6,22.6,0,14,0,608171,833382
500258,741,987506,10,10204.14,23.8,0,10,0,532798,1346994
323092,,,10,16605.24,17.3,0,16,0,430635,537878
99999999,732,2245572,10,30315.26,39.8,66,19,1,377074,1001396
94688,723,406429,0,8975.41,12,0,5,0,152247,331364
266266,735,1341438,7,8775.34,16.9,37,8,1,178752,277464
532180,724,1484128,6,12615.05,25.5,47,8,0,405574,715880
237864,735,570627,1,190.19,12.2,0,5,0,4864,1409540
442728,735,3250026,10,16791.82,21.6,79,15,0,196175,780560
229812,,,4,2734.86,8.2,0,4,0,79230,105578
99999999,750,813238,0,11046.6,20.9,0,11,0,209722,902726
44198,714,763496,2,9925.41,20,18,6,0,399855,493086
313302,677,847058,10,21882.11,15.4,0,7,0,312911,453486
436832,706,949943,6,752.02,13,43,6,0,27322,250998
110572,710,859370,4,11673.03,13.6,0,6,2,83505,119394
180202,,,1,27219.59,24,10,13,0,271852,371624
430276,717,891841,1,13228.94,12.6,0,14,0,344603,831292
266156,,,10,17235.47,11,0,13,0,211717,325996
99999999,739,1521520,2,6098.81,16.2,3,8,0,12939,114312
99999999,737,1276078,1,17333.32,29.9,42,7,0,254809,409772
174020,,,1,5244.38,9.1,32,12,0,122626,554664
328746,740,851751,1,7168.89,19.9,30,13,1,235866,488554
212784,694,657685,1,4099.63,13.9,78,10,1,132905,293150
266816,748,2150762,3,19894.71,16.3,0,10,0,2012499,0
324192,742,1679904,10,24498.6,18.1,65,16,0,330752,735086
222200,,,7,4010.71,16.2,0,8,0,181469,344454
27720,723,657286,4,10078.36,12.7,0,7,1,22971,165176
104104,701,1191699,10,5640.53,20.2,51,2,0,0,0
429836,706,1092101,3,17291.52,12.3,74,8,0,513000,609862
353584,707,1765404,1,53992.11,19,0,26,0,913235,1303874
349778,,,10,18776.56,18.5,0,12,0,184224,486992
630850,747,2334948,10,23933.16,20.6,8,12,0,133342,615142
223608,7190,1158696,10,3147.73,13.1,0,11,0,120479,239316
140624,706,896857,6,7772.71,24.4,12,11,1,118408,374594
654060,680,1412175,2,17652.14,7.5,0,6,0,150518,366146
155386,691,421762,3,7310.44,14,47,9,0,87419,326524
161106,720,649306,5,5134.94,9.2,0,20,0,135926,264088
396110,729,1127346,2,6557.47,16.5,30,3,0,0,0
519706,,,8,55333.7,16.4,9,27,0,1209426,3182674
279972,683,3254852,7,37430.76,25.4,0,19,0,868148,1342088
600842,,,6,21140.35,18,0,6,0,499187,656810
435864,703,1580401,7,21862.16,11.3,0,11,0,420147,594726
306020,7200,1574093,3,10664.51,15.7,0,12,0,214339,541904
187066,751,2661064,10,58986.83,29.5,69,18,0,665836,1764224
365376,,,5,30188.91,16.7,67,22,0,358340,689216
355124,,,10,26221.71,15.2,40,17,0,274037,477158
266684,699,1631473,10,13187.71,15.9,0,6,0,168967,195646
223850,684,483322,1,9545.41,8.7,55,11,0,160474,315480
331958,732,955605,2,17758.35,15.4,7,9,0,381083,464970
276628,646,2230980,10,37926.66,15.8,70,24,1,55062,574442
90816,738,448210,5,11877.28,21.8,75,10,0,167656,302852
292688,696,1149006,6,26618.62,22.2,29,13,0,315761,540870
368786,705,907839,1,18837.55,11.1,0,14,0,88255,438526
437712,7130,1134072,3,29769.39,9.7,6,9,0,138985,284306
99999999,743,2557457,9,19905.54,22,67,11,0,440154,859430
174460,709,904058,10,13711.73,16.6,7,7,0,173489,390038
427350,712,922678,7,20221.89,15.8,32,14,1,140448,371316
509894,727,1050757,10,27844.88,31.6,47,20,0,568404,997194
110330,717,685976,10,10003.88,36.5,56,11,0,167656,510840
288464,742,1437255,4,11749.6,14.7,0,19,0,270826,463870
265188,712,988874,10,13596.97,17,0,19,0,292353,459932
218306,6660,1847655,7,14596.56,15.2,0,15,0,349125,1098548
162316,737,1833538,10,36059.72,17.8,0,16,0,367441,631246
788942,695,2917317,10,14319.16,38.3,0,12,0,440629,525426
611864,723,2170370,3,33278.88,12.9,0,15,0,211546,485034
224466,731,969285,2,17608.63,11.4,17,14,0,372666,847770
88440,730,679706,1,9357.31,10.3,0,15,0,39919,101618
489698,709,1913680,9,21369.49,12.1,9,19,0,265696,341066
151162,720,466222,1,6177.28,26.9,0,9,1,84588,293260
494010,710,1629041,10,19141.17,20,14,17,0,492423,968022
522808,712,1419870,5,28740.54,18.8,0,9,0,342988,526020
450868,,,1,36861.9,25.7,0,15,0,368657,558712
107536,665,972515,10,13777.28,14.8,6,10,0,8474,101244
99999999,741,2347051,3,14610.43,12.8,0,17,0,514976,812372
99999999,750,1373681,1,12626.45,20,0,10,0,39292,293524
450164,695,1943890,2,9039.06,17,19,12,0,77197,191796
99999999,742,2090627,1,12212.63,20,14,15,0,246525,444620
235862,722,568461,3,6395.21,5.5,0,8,0,115938,186472
99999999,719,2088537,4,50124.85,22,0,21,0,826766,1156144
121308,,,4,4714.85,16.8,49,15,0,97204,247368
152306,697,1014714,7,19871.53,14.9,0,12,0,143811,533698
221320,660,764560,8,23956.15,13.8,8,10,1,67108,301202
259006,660,1099815,10,9641.55,16,0,10,0,108167,197560
372328,680,729505,10,11064.08,18.4,58,18,0,258571,582494
214566,732,810692,2,8917.65,23.2,80,7,1,95418,203456
44682,743,1350349,10,11140.46,22.3,11,12,0,198151,952028
286088,734,1254646,10,15891.98,17.2,2,8,1,89832,322036
180290,691,652631,1,16207,10,4,20,0,195054,324060
133672,732,665133,10,1141.71,31.3,0,7,0,35150,151888
495330,750,1208951,8,15917.63,23,23,16,0,427861,2064216
448976,681,2946919,1,49115.19,14.8,54,14,0,324501,1085986
99999999,687,2078296,10,17319.26,16.4,12,9,0,82859,205458
668514,704,1433759,10,21028.63,20.9,15,20,0,311201,637736
99999999,726,1374574,6,15956.39,17.7,0,13,0,356782,581020
92708,6970,439470,0,12085.71,14.2,22,8,0,277609,711150
528110,,,6,13262.38,12.8,0,9,0,299155,620796
54692,731,753939,5,7979.24,16.2,13,5,0,42655,148742
280962,704,2132085,10,23808.14,16,73,15,0,176643,423478
126038,690,699732,8,7405.44,12,0,7,0,106495,254254
331980,745,2198110,2,34437.12,25,32,9,0,365237,513216
334928,724,1928310,1,15008.67,9,32,9,0,132126,796840
198858,740,1488365,10,19224.77,17.7,57,12,0,564813,802450
760452,725,2251728,10,36778.3,15.4,0,8,0,0,0
466884,7310,1120050,2,10733.86,15.6,0,5,0,91352,185900
99999999,751,1543408,1,13633.45,41.5,0,15,0,103759,639034
180224,725,817152,10,13755.43,18.7,0,8,0,62510,137346
66352,749,2005583,1,12167.22,12.9,38,8,0,539467,974490
417890,725,1345561,10,22986.58,19.4,0,6,0,653866,843106
117634,,,6,23703.07,14.1,0,17,0,222528,792814
233552,,,3,17047.94,12.6,0,19,0,343938,651772
367334,743,1866180,4,25193.43,26,18,8,0,541196,663124
548636,660,1128144,1,14853.82,9.1,0,8,1,140372,239404
99999999,717,2210612,6,34080.3,12.5,0,9,0,318459,417604
141834,723,1139544,1,14624.11,13.6,64,8,1,78698,277002
143836,702,924502,10,24113.85,15.8,44,10,0,313994,381502
450252,691,1263785,0,8551.52,41.3,0,11,0,234688,340120
355102,,,4,12266.97,11.4,32,11,0,78204,344300
320320,,,10,7876.45,15.6,15,11,0,186675,537680
92730,,,10,6118.76,9.5,0,6,0,28272,74382
539066,6940,1191794,10,21948.99,27.7,9,13,0,260680,510752
119944,728,1112697,10,12425.05,14,45,16,0,101517,833712
110484,724,763192,4,3338.87,15.7,56,3,0,15903,88484
432344,622,1391123,10,23996.81,10.9,0,10,0,138415,326436
438526,,,10,13003.22,18,67,15,1,211755,723250
213510,,,10,16636.59,14,0,6,0,420432,525140
551100,693,1180356,10,18335,18.4,0,12,0,276488,392348
89518,,,10,29717.9,16,0,11,0,457007,530222
197604,738,1611770,2,15983.37,22.6,10,7,0,559645,702834
765402,694,1437635,10,28632.81,29.7,0,6,0,624568,731236
109406,687,396853,10,9887.98,17.6,0,7,0,197581,481624
237314,714,409906,10,6285.2,26.6,0,10,0,94525,380028
655842,662,2265636,10,14669.9,18.2,14,15,0,541842,1272612
224466,725,1066223,8,26122.15,16.3,6,15,0,252187,565906
315810,728,1730520,4,8566.15,15.2,73,9,0,317566,450626
165198,,,1,8905.11,20.6,0,5,0,90231,123354
134002,716,607544,4,10935.64,7.3,0,9,0,172026,301334
218240,747,942400,4,7554.78,24.5,0,7,0,356554,1243506
222948,734,1155276,10,28207.97,15.4,0,11,0,279357,421190
325248,746,1086135,2,13757.71,10.8,0,13,0,277894,498894
549120,714,1707264,4,17214.95,27.2,42,14,0,322145,994686
557656,700,1442347,2,16418.66,17.3,0,8,0,318535,391534
778096,724,1555169,5,33565.59,14.5,0,9,0,479047,924484
333432,737,1382231,10,17162.7,19.1,0,13,0,268394,747076
438592,694,3030272,10,33838.05,48.4,0,19,2,382831,1073314
112618,,,1,12697.13,21.2,0,11,0,140334,202598
89078,746,427994,3,2874.7,4.9,0,5,0,77311,291610
478918,,,7,28615.9,14,23,14,0,421325,844030
175802,717,848084,1,11378.34,13.9,0,10,0,152000,256938
269874,744,683240,5,9565.36,16.2,68,11,0,285171,471702
322938,725,1580439,10,18043.35,16,0,9,0,300428,479820
219054,708,945915,1,14346.33,6.9,15,12,0,133285,422796
99999999,747,1354738,10,18966.18,16,75,11,0,268660,446314
323928,711,2890812,10,35653.5,19.7,0,17,0,644632,909150
66704,722,313329,1,3838.38,9.8,0,3,0,27683,209528
99999999,725,958094,8,11816.48,17.6,21,6,0,0,0
219736,710,1651024,10,25590.72,17.1,37,7,0,594814,734272
176726,742,919562,1,24521.4,16.2,0,12,0,566086,722656
188826,748,700302,4,6600.22,19.3,0,10,0,156123,1144110
334026,684,1541128,2,26841.3,17.5,0,6,1,160379,332200
430430,7420,956840,6,19376.01,18.7,0,11,0,396492,598554
771936,722,2247605,10,26222.09,18.5,0,19,0,935902,2189242
275506,750,2017629,4,31609.54,15.4,0,8,0,29317,255200
621236,636,3081059,10,54945.53,16,4,18,0,3158199,5417566
390962,742,2063457,10,28716.41,35.1,18,20,0,591451,965910
228008,745,704235,10,6103.37,21.6,0,8,1,233244,370986
65384,751,1468073,1,16638.11,18.6,30,19,0,142747,516494
154088,744,380228,1,7446.29,9.8,0,7,0,89870,601480
156134,,,1,2546.76,33.7,0,6,1,67355,128062
161436,,,8,2362.46,15.4,0,4,1,95741,200486
99999999,731,1216361,10,23110.84,18.4,38,11,0,406049,581174
218680,7460,756067,0,13420.27,32,26,9,0,149530,446270
125070,,,10,13885.2,15.4,0,6,0,199899,245718
343904,739,1206595,4,7772.52,8.4,0,14,0,179930,416680
276694,723,663803,1,6029.65,18.5,13,9,0,106761,456148
177386,738,1972466,10,16601.63,25.2,68,7,1,124146,221848
157014,743,2365158,8,22863.27,22.2,14,14,1,175028,590854
130900,750,1695807,8,11828.26,17,0,15,0,175864,1241614
515130,676,971014,5,24275.16,16.6,0,10,0,679003,1477828
223916,,,10,22238.93,32.5,60,23,0,167865,503514
451616,733,3157325,10,29205.28,24.1,62,8,0,945421,1483328
120868,,,2,8970.47,8.6,10,11,0,129789,238524
204468,733,3175755,1,16990.37,22.9,33,10,1,17195,201014
107756,728,2233488,4,30896.66,16.2,24,10,0,694773,808522
283074,729,1435811,1,5276.68,11.4,19,8,0,86944,359546
240812,,,6,8843.36,16.5,43,6,0,159562,313676
245982,716,661979,6,6730.18,13.1,0,6,0,173679,254892
404030,702,1744713,5,10759.13,15.1,59,12,0,242725,424556
99999999,695,1594005,5,10307.88,19.5,54,5,0,20159,73876
323268,,,9,28771.7,32.8,0,12,0,349353,1003772
182072,7370,842346,5,13688.17,6.5,38,6,0,38114,136620
669702,718,2660551,5,43455.47,8.7,0,10,0,535534,1185668
539308,729,1358462,10,22527.73,19.7,0,24,0,316179,631202
548130,,,10,16107.82,16,21,12,0,214206,504108
99999999,746,1724307,10,16955.79,27.6,50,7,0,476425,1118986
132022,738,802636,1,9497.91,8.1,0,7,0,108281,391776
186626,,,3,16674.21,13.5,49,8,0,34998,405240
430892,675,1451315,10,19230.09,15.2,22,15,0,402534,682418
318516,663,1480461,1,17518.57,14.1,0,9,0,649572,791714
559416,,,6,19951.52,9.3,21,13,0,168416,617122
99999999,748,1158924,10,16321.57,19.6,35,12,0,170905,811008
99999999,739,2378876,1,29537.78,18,76,10,0,357998,671858
99999999,737,1677168,9,21663.42,19.9,26,5,0,615429,731632
129316,669,1580078,10,25939.56,15.9,0,11,0,663936,978076
768856,693,1328005,3,11509.44,12.1,28,10,0,8531,120560
472252,742,2932688,7,5767.64,13,0,13,0,200450,523930
191576,7380,700758,10,19154.09,12.9,18,7,0,78223,117172
518760,707,896040,10,20086.04,22.4,0,9,0,266019,619762
291016,660,676647,4,9923.89,22.4,0,10,0,245214,483692
784014,706,12574770,10,31646.4,16.9,23,16,0,69825,594440
223520,734,926592,7,21543.34,15.4,0,7,0,213180,333102
526152,7120,1685091,1,12567.93,16,0,9,0,252111,460438
109296,,,4,11640.54,14.8,0,7,0,295830,360580
455906,720,891480,10,16789.54,13.6,0,7,0,375079,725032
119284,714,374604,0,7835.41,12.5,0,5,0,141417,179938
289344,,,10,4228.83,19.5,9,6,0,75810,274318
107250,750,833625,10,1743.82,12.5,0,6,0,94715,510092
99999999,738,996835,10,12626.45,11.8,0,8,1,94373,206976
432432,725,2054052,3,46900.93,14.5,0,19,0,463619,1198274
107690,,,4,10926.9,10.8,20,11,0,26866,250778
99999999,746,1906688,10,15317.04,16.5,47,8,0,151639,603394
223344,671,1253772,3,26642.75,10.4,0,22,0,340822,911372
266794,,,10,14545.07,27.4,17,15,1,163913,257884
224598,725,717687,8,10346.83,22.1,31,9,1,155363,422312
205348,6910,544217,3,13424.07,9.4,49,13,0,103208,282524
157366,707,2620917,1,24243.43,15,40,11,0,180842,328196
153054,740,1938646,10,4878.82,19.8,76,9,0,34390,343244
179300,7370,1258218,3,12162.66,14,29,13,0,84797,221650
340230,686,684684,8,9927.88,37,19,6,0,349999,552882
264242,744,1616463,10,11503.74,25,0,11,0,419539,1084314
32868,724,624359,5,8376.91,14.5,33,10,0,55157,92004
95656,,,5,21957.73,15,6,8,0,17993,92554
491986,704,1279118,3,20039.49,12.4,0,8,0,346788,531146
150898,714,665874,5,3745.66,9.2,0,8,0,120783,224840
341506,,,5,12453.55,10.8,0,7,0,154299,340318
99999999,740,1517568,10,5020.56,19.2,66,7,0,254847,605946
256740,689,809818,4,23282.03,13,43,12,0,247874,524722
646008,7300,2789580,2,17411.6,21,0,17,1,180937,458436
99999999,670,1180128,1,9057.49,22.8,48,6,1,146984,345906
286682,749,1428420,6,23366.58,21.8,0,21,0,144286,2012912
43780,727,850820,1,11911.29,20.9,36,5,0,247532,394240
162140,,,2,4648.16,12.4,0,13,0,119586,390060
246158,732,1352876,10,11950.43,14.6,0,10,0,90953,140976
217558,7030,939455,10,9551.11,19.1,38,10,0,182799,617078
433224,707,998982,10,14068.93,31,47,13,0,266361,387926
227458,647,654835,6,10477.17,5.7,30,4,0,60211,71500
99999999,736,1099302,7,19146.11,16.5,0,23,0,330125,1331880
99999999,735,1101202,1,12654.57,18.5,0,12,0,383743,532136
222618,,,0,12497.06,17.5,0,5,0,271890,643808
64372,721,389139,3,8042.32,6.4,0,5,0,66576,276320
434104,,,3,19682.67,18.6,11,8,0,139612,253770
175164,748,850991,2,9928.07,7.1,0,9,0,139574,492734
32340,,,9,2774.19,15.6,24,18,0,19228,23716
754292,705,3182728,4,55962.79,30,0,24,0,1647756,2378970
99999999,735,572679,7,5535.84,9.2,0,10,0,161842,594880
330792,749,1123698,9,13952.46,18.5,47,12,0,201856,1003156
448096,,,2,19452.77,15.6,0,14,0,166801,731566
654852,,,5,32156.55,20.6,0,9,0,842479,1158564
306746,714,1892134,3,34373.66,13.4,21,21,0,629508,908842
759308,692,2641760,10,18954.78,32.2,21,9,1,463999,698632
261536,722,1223524,3,37826.91,19.5,35,16,0,337516,943998
143022,691,1678023,3,17619.27,13.2,28,10,0,81434,402996
626604,,,8,16121.88,10.5,0,7,0,2679,444378
99999999,731,789355,2,11182.64,8.6,0,6,0,140467,553212
